verb,count
وباحثين,2
يضطلعون,2
يمتازون,2
تصمم,2
تحريم,2
يخفض,2
تربك,2
تركيبا,2
برعوا,2
تفضح,2
فحاولنا,2
سقي,2
تاسيا,2
تونسي,2
يناسبه,2
روتين,2
واعطت,2
كسرت,2
نسائي,2
تدم,2
فعرفت,2
ونفسيين,2
اجرينا,2
تقدمت,2
يتوائم,2
ينبهر,2
يمجد,2
يذهل,2
تنخر,2
يشتكون,2
بشقين,2
موردين,2
تحفزهم,2
ويختم,2
لموت,2
تغليف,2
تمتهن,2
عزالدين,2
ودخلت,2
ينوي,2
اقتصدت,2
تصنيفهم,2
تحقيقاته,2
ترنو,2
تزييني,2
والمضرورون,2
اثرنا,2
تحوط,2
للمسوقين,2
نتصور,2
يسر,2
تتداول,2
لسببين,2
بالاديان,2
يتخبط,2
تشابكا,2
تفكيكا,2
مضمرين,2
تعقدت,2
والتمارين,2
تحض,2
وانعكست,2
يتحسن,2
ونسفت,2
نقدر,2
والمتقاضين,2
والميادين,2
تصوغ,2
تحويها,2
يغرفها,2
قصدوا,2
تركيبته,2
ابدعوا,2
للائتمان,2
ارتهان,2
ويقومون,2
بالمندوبين,2
يلبث,2
يسقط,2
تحصيله,2
تردع,2
تشويقا,2
استبطان,2
للعين,2
بالانا,2
ساكنا,2
نبض,2
تقاسيم,2
والادمان,2
وسخرت,2
تبعثر,2
ترق,2
تراكما,2
يخطئ,2
ترجماتها,2
تثمن,2
سلكوها,2
تتغذي,2
بالمسيحيين,2
تمثيلي,2
منافسين,2
نواميسه,2
تحضي,2
ويجزلون,2
تجبرها,2
يرفعه,2
توريد,2
تقييماتهم,2
فاخذت,2
نحوا,2
للمعجميين,2
يناقشها,2
نعتقده,2
لنبين,2
حصنا,2
ممارسين,2
اتوا,2
عالجنا,2
تشكك,2
يظم,2
يطورون,2
واستفادت,2
تساؤلاتها,2
يتغنون,2
نظموا,2
يمدح,2
نطمح,2
تكريما,2
تكريمه,2
اعلانا,2
للعباسيين,2
نجدتها,2
تروجه,2
شابت,2
للعثمانيين,2
تاج,2
يتوقعه,2
بالجزويت,2
تلبيته,2
تحصلوا,2
سفيرا,2
داعين,2
سربان,2
اصلت,2
بيروت,2
تتنازعها,2
تدفعه,2
ستؤثر,2
سحريه,2
تهديف,2
يقطع,2
للمعوزين,2
تحيلنا,2
ويحيلنا,2
لهجت,2
فانحدرت,2
تشاكلت,2
يستشكل,2
وازدادت,2
سيقام,2
كونا,2
ستطاع,2
اعيان,2
والاختصاصيين,2
مبان,2
للمرضين,2
ناقص,2
يهمه,2
ينتصر,2
بالاطارين,2
جنون,2
تشيد,2
جئنا,2
تكاثفت,2
تخليصهم,2
تعطل,2
سامق,2
لباختين,2
تمظهر,2
يفشل,2
تستوعبه,2
سنكتسب,2
متتبعين,2
ولكون,2
تملكها,2
تلازميه,2
تكاملهم,2
تختم,2
ويتوقفون,2
يعنيه,2
مترجمين,2
تتجاوزها,2
تنزل,2
تنظرها,2
والمسوقين,2
تبدي,2
لجانبين,2
تنبه,2
نستخدمها,2
تظهران,2
لاننا,2
متوازيين,2
يهاجرون,2
للمحترفين,2
يناقشون,2
تفكيرا,2
وتفاوتت,2
خصت,2
سنجد,2
يوقعنا,2
امعان,2
تلغيزي,2
نمطيته,2
والاركان,2
يضمر,2
احساسنا,2
تزويدهم,2
ونموا,2
تعتبره,2
وكادت,2
تجر,2
واسوا,2
اشعلت,2
يجهلون,2
لست,2
يقترن,2
عايشت,2
ايمانا,2
نظن,2
رتبنا,2
تاهيله,2
سنحت,2
تسترجع,2
ينعطف,2
تهتز,2
تتكئ,2
فنانا,2
لموروثنا,2
تنغرس,2
تفرزه,2
للمصنعين,2
تكررت,2
نقط,2
تتقلص,2
توسيعا,2
يسلك,2
يستهل,2
تصرح,2
تكمه,2
سكاهنا,2
يجمعه,2
يطمئن,2
يفيدنا,2
تتعهد,2
متعارضتين,2
تبيحه,2
تاذا,2
تشفيرا,2
ينفتح,2
تتقصد,2
تشديدها,2
تكميل,2
واستعان,2
يؤثث,2
نهار,2
سكونيه,2
بتعاون,2
تقومان,2
ازمتين,2
نزعته,2
تنجز,2
نابض,2
صحرائنا,2
تعوض,2
فحاولت,2
يتواكب,2
شخصيتان,2
نلجا,2
وسيطرت,2
زبونا,2
ناس,2
تشكلاتها,2
يجاوزه,2
ودرست,2
واقتصرت,2
لاينشتاين,2
ياسر,2
مباشرين,2
ضمنا,2
تصوري,2
انبرت,2
والقابلين,2
تغازه,2
يعدهم,2
مون,2
تال,2
تبه,2
ران,2
توص,2
يقعون,2
تاميني,2
يتلق,2
للقرنين,2
راعيت,2
تلاشت,2
وتوفرت,2
تدعونا,2
نائبه,2
يتذبذب,2
توليهم,2
وضابطتين,2
سبقته,2
تها,2
يتنافي,2
بالمستخدمين,2
ساشير,2
تجلياتهما,2
تتشعب,2
ستظهر,2
تمويله,2
نعت,2
تؤد,2
تدهوره,2
عنونا,2
نعرف,2
اسئلتنا,2
كامنا,2
ستكشف,2
كمون,2
يتصادم,2
تحوز,2
سلفا,2
تحيين,2
تنصير,2
تكليفه,2
تشكيلتها,2
تراكميه,2
تتجاذبهما,2
مترادفين,2
لمتون,2
يتمازج,2
سيسيل,2
يتقرر,2
تتخلص,2
وكثرت,2
لالنسان,2
برتولت,2
تعلمون,2
استجابوا,2
يقمع,2
قالوا,2
تنفلت,2
وعرفت,2
ودونت,2
وسجلت,2
ايماننا,2
تحرض,2
يخطط,2
تمويلي,2
والعارفين,2
تدفعهم,2
للجانبين,2
ستبرز,2
نشء,2
تموجيه,2
يتقاسمها,2
واللاعبون,2
سلطتي,2
فاوصلوا,2
مطعنا,2
تايلوري,2
لافلاطون,2
يصير,2
يتبنوا,2
وخدمت,2
نتكلم,2
ندخل,2
واجرت,2
فصلت,2
يستعير,2
تبادلا,2
تواجدت,2
ستلقي,2
برنامجين,2
فوتت,2
تبريره,2
سرود,2
تهديدها,2
تزل,2
ورفعت,2
انقسمت,2
ندعو,2
والمسنين,2
تيقظ,2
واخذوا,2
يهاجمون,2
ويدعون,2
يكتنفه,2
توسل,2
نسبوا,2
واوضحوا,2
سراحهم,2
سلطويا,2
للمستعمرين,2
تول,2
ياكوبسون,2
ينتظرون,2
نبع,2
املين,2
يعززون,2
يتخرج,2
وكوكبنا,2
تتحد,2
تدار,2
تطبقه,2
شانا,2
والحسين,2
والمستعمرين,2
انسحبت,2
يعج,2
يشتت,2
للناجين,2
تطويرهما,2
وتفاوت,2
ينسجها,2
ترفيه,2
تعايشت,2
نظريتين,2
تخلقه,2
يغادرون,2
والمكتشفين,2
تمسكوا,2
وتامينا,2
تخلع,2
يتفقا,2
تخالع,2
تملي,2
تناقل,2
ناحيتين,2
مفهومان,2
وتولوا,2
ونالوا,2
ببين,2
يتهمها,2
نيته,2
تجاوزاتها,2
تقصيرها,2
حثت,2
تسديد,2
تبديدها,2
والبت,2
توفيقيه,2
تتخذه,2
مارسوا,2
وحللت,2
تخول,2
رئيسيتان,2
يطورها,2
تموج,2
ترحال,2
تتلافي,2
راسيت,2
فعالتين,2
ياخذها,2
استغرابنا,2
مسؤولون,2
والمحدثون,2
بفرعين,2
كبعدين,2
تخوض,2
يجمعون,2
تعاليهم,2
مخطوطاتنا,2
شاءت,2
اقتربت,2
والبرتغاليين,2
سخط,2
ولبيان,2
والحرمين,2
فبرزت,2
تموقع,2
عالميين,2
نقيم,2
يحللون,2
تاخيرها,2
للراغبين,2
منتجين,2
نشهد,2
تغطيته,2
تشيخ,2
تتقادم,2
اساطين,2
وتصدرت,2
سقوطهما,2
يخلفها,2
تفارقه,2
تبسيطها,2
كانون,2
تحدثوا,2
والتمدين,2
جاهدوا,2
تويزه,2
يفكك,2
للايالتين,2
تصالحيه,2
لروايتين,2
سابينه,2
وثمانين,2
والمضرورين,2
تممت,2
كلمتان,2
مستهدفين,2
بالمستوطنين,2
تعدم,2
يتناغم,2
واشرنا,2
تحريكها,2
يكنه,2
تضاعفت,2
يكتسيها,2
تنبؤ,2
تتجاهلها,2
سيادته,2
سافروا,2
تضيفه,2
سوسور,2
تسلل,2
ونظمت,2
ستتجسد,2
انتقلنا,2
وناقشنا,2
والمستمعين,2
نبش,2
تعالجه,2
توافقي,2
واكدوا,2
لفلسطين,2
والمخزون,2
تعتمدا,2
يتشاركان,2
ساعتين,2
تحمس,2
واثاروا,2
مستخلصين,2
يصاحب,2
لرياضيين,2
ساعه,2
معتقدين,2
منهجنا,2
وانتهينا,2
تشديدا,2
اهملت,2
يرغمون,2
مكانتنا,2
يصوره,2
قورنت,2
يتعلمه,2
نافذا,2
واللذين,2
قاربت,2
تقليصها,2
نسي,2
تخلفه,2
تشيؤ,2
ويتجاوزون,2
يطيق,2
تفاعلنا,2
ويتقاسمون,2
تقابلها,2
يسفر,2
تتاول,2
تصرفها,2
ادرجنا,2
تصديقيه,2
تناولناها,2
تجريميه,2
تطبيع,2
تموت,2
تقلق,2
تعززها,2
تتاقلم,2
تناولا,2
نلحظ,2
تكفلها,2
يكشفه,2
نبوغ,2
تستخرج,2
وثمينا,2
سلاحها,2
عون,2
تلحقها,2
سيسمح,2
سباق,2
تتناقص,2
تحسب,2
تمتلئ,2
نعرفه,2
تركيبيا,2
تعلقوا,2
مائتين,2
تنفيذهما,2
وسيرورت,2
قيلت,2
ينتدبه,2
يطبقا,2
جلت,2
ستسمع,2
مشاركون,2
اضفت,2
تفانيه,2
نكهتها,2
متشابكين,2
تواشج,2
تسيما,2
مزقت,2
لمجموعتين,2
وتولت,2
يقي,2
اقترحوا,2
يطوروا,2
مميزين,2
يتحري,2
جنسين,2
وضمنت,2
تنصرف,2
اشرت,2
تجارتهم,2
ساحره,2
يفرون,2
وانتجت,2
عانوا,2
والمحيطين,2
تفريدهم,2
تتواصل,2
تبحره,2
واثنين,2
والفنانين,2
ووفرت,2
والتعيين,2
وحملت,2
محتملين,2
ودوليين,2
تخترق,2
حشوا,2
مصلحتان,2
وجبروت,2
يبرزون,2
تقاطعهما,2
مميت,2
تخفيها,2
ومنتجين,2
وافكارنا,2
يجسدون,2
يحس,2
تمررها,2
تواجههما,2
واستقروا,2
توماس,2
والزيريين,2
تخصصها,2
سيحاول,2
رياضيين,2
هيمنت,2
يدخلها,2
مدخرين,2
للمكتبيين,2
تعارضه,2
ماليين,2
فارتاينا,2
سنعرض,2
تدرجنا,2
هاجمت,2
يهددها,2
تقتلوا,2
تكتنز,2
تستقرا,2
يتوجهوا,2
للرهون,2
ناقله,2
سيرج,2
يبديها,2
للمصدرين,2
للكيان,2
فرعيين,2
متمايزتين,2
باللجان,2
ودرجتين,2
تقتحم,2
تغيريه,2
نبراسا,2
يغيرون,2
توظيفهما,2
ينفر,2
والمشغلين,2
تازم,2
ويعرفون,2
تبوا,2
بعيون,2
تعاقبوا,2
سبيله,2
خاصين,2
للفاطميين,2
قياسين,2
نضالهما,2
تنهي,2
يمتنع,2
يقيدها,2
نبوغهم,2
محاسبين,2
تسييلها,2
منطقتين,2
تمخض,2
يساعدان,2
تنضم,2
تشرح,2
تصدره,2
يختلط,2
تخلقها,2
تواصلها,2
تناوير,2
يضطهد,2
تقبيل,2
يهيا,2
زارت,2
تشتتها,2
تنتهجها,2
صاغت,2
ينظمه,2
سرت,2
يعقب,2
تعهيد,2
تفقدها,2
والمهتمون,2
نكاح,2
مرتبطتين,2
وتوجت,2
ملحون,2
يوجهني,2
يقدس,2
تستوجبها,2
رصدت,2
سوداء,2
تبنون,2
تسارعا,2
يدم,2
حافظوا,2
ولفت,2
واركانا,2
يتعلقان,2
تبادر,2
يدمجون,2
يجيزها,2
والبوهيين,2
تعليل,2
وعلمت,2
يدرسن,2
يسارع,2
مشتركين,2
نهجيهما,2
تشغيلي,2
تفرزها,2
متبرعين,2
فصيلتان,2
متجاهلين,2
حقيقيين,2
تتفرد,2
تابعت,2
يجرنا,2
جعلوا,2
خلت,2
غافلين,2
وواجهت,2
وخرجت,2
تتقيد,2
وخصصت,2
تحاور,2
يحويه,2
صحبت,2
بفقدان,2
وترجمان,2
تنوف,2
تعينت,2
يشهر,2
تحفظها,2
نكته,2
تدحض,2
للمقياسين,2
تخدمهما,2
تعمقهم,2
قيمنا,2
سيقوم,2
رايت,2
يطلبها,2
والممولين,2
والقت,2
لكيان,2
يعم,2
انصبت,2
ودامت,2
تخريبيه,2
عندنا,2
يومئذ,2
معلنا,2
ترشيدها,2
توصيفه,2
تماشيها,2
وهارون,2
بثوابت,2
يجتمع,2
ترشيده,2
اوان,2
تضغط,2
تقر,2
يصارعان,2
يطلبان,2
تسيء,2
فشكلت,2
ترمب,2
يتدبرون,2
وينهلون,2
تبارك,2
يستعملوه,2
وتبدلت,2
معرجين,2
نتواصل,2
تتلائم,2
سميمان,2
تتوالد,2
سلالتين,2
فكشفت,2
يسم,2
فيلسوفين,2
تتسابق,2
تقاض,2
تماشي,2
يضاهيه,2
مقترحين,2
اتجاهان,2
نحوهم,2
نعمل,2
تطلبه,2
ينا,2
لتلقين,2
يضلل,2
ارسلنا,2
نوحي,2
فاعبدون,2
قانونين,2
تنافرها,2
يعطينا,2
ومدرسين,2
علاقتنا,2
تترسخ,2
تجاوبا,2
تنشره,2
يضعنا,2
متساويين,2
واقامت,2
وارسلت,2
ويشترطون,2
اجابت,2
وسميت,2
والمتخصصون,2
وحققوا,2
فراحوا,2
بالطورين,2
بالصين,2
واقترحوا,2
قراءاتنا,2
يتورط,2
يصاحبها,2
نكبه,2
يؤكده,2
للمنتفعين,2
تاريخهما,2
تقاربها,2
ترتاد,2
نابضا,2
يعتنقها,2
يخدع,2
تتغافل,2
تسليطها,2
تجنيسها,2
تلغيها,2
تعبران,2
وتظهران,2
ويعتبران,2
تفجر,2
يتصارع,2
اقطعت,2
سلكه,2
اطلقوا,2
تجعلهم,2
تعطش,2
تتكبدها,2
ينسخ,2
طرخان,2
فتحدثت,2
ذكرت,2
اقترنت,2
تجاهلتها,2
باللغتين,2
يشرعن,2
تجريديا,2
مستلهمين,2
لدينا,2
للمفسرين,2
والاتزان,2
تتعداه,2
توزعوا,2
بالزنا,2
وتبادلوا,2
نلخص,2
تحفيزي,2
يقصدها,2
يرضي,2
يفس,2
يزول,2
نصانيه,2
يضاهي,2
والمحليين,2
للفرنسيين,2
نفسيين,2
سماتهم,2
ينشئه,2
يتخذون,2
تحترف,2
يعده,2
للبت,2
تساهلا,2
بالتشتت,2
اهتدت,2
يتفاعلان,2
يتوقعون,2
استعراضنا,2
استثمروا,2
خلون,2
للتعيين,2
يصنفه,2
تفسيرهم,2
ابلغوا,2
تنبعان,2
لبست,2
تمتثل,2
واكتشفوا,2
واعترفت,2
كشفوا,2
يوظفون,2
والصمت,2
باللاعبين,2
وبيوت,2
مستمرين,2
طلقت,2
ودفعت,2
نشاتهما,2
يامكانها,2
تقولب,2
تحديداته,2
وتفاقمت,2
ثمانين,2
فقمنا,2
للمفتين,2
وتماسين,2
تنبكتو,2
تمظهره,2
تعاليه,2
لمشكلاتنا,2
كمثالين,2
يعارضون,2
يتقاطعان,2
تقصر,2
تخذت,2
نرصد,2
تساؤلاته,2
خطاباتنا,2
ينقص,2
تكلموا,2
نالوا,2
تبنوها,2
لتثمين,2
تغطيها,2
شكلوا,2
يشرك,2
استبان,2
قصتين,2
دستوريين,2
والعرفان,2
ومبحثين,2
تطليق,2
سلطتين,2
تشار,2
تراكمها,2
وخاضت,2
لشكلت,2
واهتموا,2
اغنت,2
للمستاجرين,2
بادمان,2
يقيمه,2
تشحذ,2
مازفران,2
تؤتوا,2
تنصيبه,2
نفسانيه,2
ليهتم,2
امتزجت,2
تستنبت,2
ذكرنا,2
يحضر,2
يظاهرنا,2
نسقيتها,2
تحريضيا,2
ونشروا,2
سياتي,2
يلعبوا,2
سنته,2
يصاغ,2
نقليه,2
متضادتين,2
بديون,2
سنبين,2
بالاستبيان,2
يسببه,2
سيركز,2
تخصيصا,2
يناسبها,2
يمتلكوا,2
تؤهلهم,2
يقدمان,2
ستقيم,2
تنسيقي,2
للمعتدين,2
والطغيان,2
اوجزت,2
سباقا,2
نلمسه,2
هولت,2
للاداريين,2
ترددا,2
تقودها,2
بردان,2
مهارتان,2
بالعميان,2
تتحسن,2
تكفير,2
تسبقه,2
تنظيره,2
نسختين,2
وعنوان,2
مرتبطين,2
تاثيريا,2
وجرت,2
تعلن,2
نشطاء,2
يتاكد,2
للاعوان,2
وغيليزان,2
تنبيهه,2
يبذل,2
وناقشت,2
وبقيت,2
نشبت,2
والمستقبليين,2
سلوكيا,2
وسلطت,2
تشويقيه,2
ولازالت,2
لفهمنا,2
والمصريين,2
اقيمت,2
يقارنها,2
يتقن,2
يحرسها,2
تحقيقهم,2
ماعين,2
تتجزا,2
تخليصها,2
يتجنبون,2
فعلت,2
سلطويه,2
سبنسر,2
وتبينت,2
وتوالت,2
مكاننا,2
للقطاعين,2
سنيه,2
اجمعوا,2
ودلت,2
يعتمده,2
اختبرت,2
فلسطينيين,2
يصادرها,2
تدخلهم,2
والاسمنت,2
ونهبوا,2
للمحللين,2
بصمت,2
تمليك,2
تبعهم,2
تحريفها,2
تجاب,2
يعتبرهما,2
تعري,2
يسرت,2
سماعها,2
نتوسل,2
سنوضحها,2
يستمروا,2
تحصين,2
تعتقد,2
ثلت,2
تؤهله,2
سبعين,2
اشكاليتنا,2
لصوت,2
سمعته,2
نظائرها,2
وجهين,2
نفض,2
تسمو,2
يتنازلون,2
زينت,2
تراكمي,2
متناقضان,2
تناي,2
تطعيم,2
يبداون,2
وسكتت,2
تباع,2
يؤمل,2
مدفوعين,2
استرعت,2
كونيتين,2
والمخاطبين,2
غطت,2
يقررها,2
تماهيه,2
تشغيله,2
يتلمس,2
يذب,2
ودمرت,2
يقترضون,2
تنفيذيين,2
ترقيم,2
تتنبا,2
والمزارعين,2
يتعاطفون,2
ظلامتين,2
ماضينا,2
تقي,2
وشؤون,2
مادامت,2
تفنن,2
يدعون,2
يتاجرون,2
مستمدين,2
يتراكم,2
يحققه,2
ومارسوا,2
واداريين,2
يجدد,2
ننطلق,2
نولي,2
لاركون,2
تحررت,2
ساكنيها,2
تنضج,2
احتكرت,2
تجميليه,2
تحولوا,2
سيخضع,2
وتربويين,2
والعارفون,2
يصارح,2
يثقون,2
تستغرقه,2
وانتصروا,2
وضخت,2
للمرشحين,2
سيتحقق,2
يستخرج,2
قاومت,2
تحلو,2
نصطلح,2
سنقسم,2
اقبلوا,2
تتعلقان,2
فقامت,2
واولوا,2
تصالح,2
للحنين,2
تقويضها,2
بلاغيين,2
خيبت,2
سحق,2
تناسبا,2
ردت,2
فتئت,2
ووسعت,2
اعتنقت,2
وبينوا,2
نظرهن,2
نسبيان,2
تعددها,2
والاوزان,2
تربه,2
تشكو,2
نتوصل,2
متبنين,2
غيليزان,2
ناقشنا,2
غيران,2
تدليل,2
يقنع,2
تفسيريا,2
تصورهما,2
وميلان,2
سنتعرف,2
يتيم,2
تبرزها,2
مساهمين,2
وارعفوا,2
يراعا,2
ندرت,2
والمجانين,2
والمتخلفين,2
يمدها,2
تجديدها,2
تجده,2
لعقدين,2
يتجاوزون,2
برهنت,2
تسهيله,2
تنتكس,2
يكره,2
وعينا,2
صنعت,2
نافعا,2
يحده,2
مشكلتين,2
قوان,2
والمرؤوسين,2
يتركب,2
وتغيرت,2
تمسكت,2
انتشروا,2
تتقصي,2
جسدوا,2
يضعه,2
اطروا,2
وشكلوا,2
للمذهبين,2
تصطدم,2
فقهت,2
ويؤثرون,2
فتحولت,2
رحلوا,2
تفوض,2
تكييفا,2
والمشتركين,2
كثرت,2
استجدت,2
افصحت,2
لرولان,2
يتبلور,2
ينتجه,2
يهيئ,2
يتداولها,2
تراكميين,2
نواياه,2
تفوقهم,2
حامت,2
يرسل,2
يستدرك,2
تتبعت,2
فاصدرت,2
سكانيا,2
يواري,2
نسبو,2
يحتاجان,2
مرجعين,2
توجهاتها,2
تنظمه,2
يجوع,2
يستعبد,2
ديننا,2
لبحثنا,2
يقره,2
قوت,2
بتيهرت,2
ستخدم,2
تبرع,2
استوفت,2
نقضا,2
تاملي,2
االديان,2
تخصيصهم,2
مصابون,2
دمرت,2
يعالجه,2
يديك,2
سحيقه,2
نتتبع,2
تبليغها,2
للتجربتين,2
نزاهتها,2
ووقت,2
واسهموا,2
لمرتين,2
سيتيح,2
يتفرع,2
ترفضها,2
يدرسها,2
يسمحان,2
واننا,2
نقسم,2
يتواجدون,2
بهاتين,2
سرعت,2
عتمدت,2
تقد,2
بافغانستان,2
تسريب,2
وقتلت,2
تجزئه,2
تتسرب,2
يختفي,2
تمسهم,2
مشاهدين,2
وحاولنا,2
تعلقه,2
واعملوا,2
نتناوله,2
يلصق,2
يعدو,2
وسكوت,2
تنميها,2
يتقاسم,2
ستخدمها,2
وتوقيت,2
نسجت,2
املعاين,2
والانترنيت,2
والصرفيين,2
والمدنيين,2
يتعرضوا,2
وتوطين,2
يسع,2
تعبيريا,2
دحمان,2
يسيء,2
تعبيرهم,2
وجعلنا,2
والخريجين,2
استلزمت,2
باثمان,2
قضت,2
تصفها,2
قاصدين,2
بروتون,2
سنواتها,2
نظريتي,2
استطعنا,2
تبيض,2
للمصلحين,2
ادعت,2
نذير,2
كلفوا,2
تخاطبيه,2
يمنعه,2
معترفين,2
ويمارسون,2
مسهمين,2
تستثير,2
تتصادم,2
يتراجع,2
تقدمهم,2
تاويلها,2
يخرجهم,2
ومكنت,2
تسديدها,2
وظفوا,2
يستمعون,2
تقريرها,2
سوريه,2
ستستخدم,2
والبروتين,2
يسيره,2
متكاملتين,2
تتوسل,2
يحدها,2
تايمز,2
تبجيل,2
والمظلومين,2
تداخلهما,2
شككوا,2
يستتبع,2
تومي,2
وعكست,2
توقعاتهن,2
يستفسر,2
بالتفاوت,2
تقنيتي,2
تخصصيه,2
سرا,2
تتصاعد,2
يكرسها,2
تخصصه,2
تربيته,2
يتفوق,2
يجاهد,2
بميدان,2
بالتاقيت,2
يكيفه,2
وتعرفنا,2
سارت,2
يكسبها,2
يربطه,2
نقيس,2
تكيفهم,2
سيكولوجيه,2
ينضج,2
ناصعه,2
ناهضت,2
ورثت,2
استلهموا,2
تزاوجا,2
يعلل,2
اخلصت,2
تفسيراتها,2
يخاطب,2
سنا,2
واستشهدوا,2
نقشا,2
سيطبق,2
ننتقل,2
وتضامنا,2
قرنين,2
يخجل,2
تنفتح,2
يتواصلون,2
اعتدنا,2
توارثها,2
عائلتين,2
تعويضيه,2
تتاكل,2
يصادفك,2
يحيد,2
فهومنا,2
اقاموا,2
تاركين,2
تسييل,2
يتحرك,2
سلطانها,2
مفسرين,2
تاديها,2
للمدين,2
يستغلون,2
يخترقون,2
خاضعين,2
سنبدا,2
تلتقط,2
تتخلف,2
بالطين,2
يطرحون,2
تفكيكها,2
سديده,2
تتقبل,2
وتزيين,2
يناقشه,2
رفضوا,2
تترجمه,2
تواصلت,2
للمصارعين,2
ومارتين,2
تيسيره,2
والمنكرين,2
ينشغل,2
ومجتمعاتنا,2
توافدت,2
بمستويين,2
تخدمه,2
يساير,2
للنظامين,2
قررت,2
تعلو,2
واستبدلت,2
تمددت,2
فتبين,2
تقويمهم,2
يتوان,2
اكتفيت,2
نقلوا,2
تسليما,2
نبوي,2
دافعوا,2
تنبا,2
تتقاسمها,2
تتشغيل,2
وسلطان,2
ينحدرون,2
تعريفاته,2
تافياللت,2
حرصوا,2
يمد,2
سلكيه,2
توقعنا,2
تستكمل,2
تعدو,2
للعميان,2
تعرضن,2
تفهمها,2
تلتهم,2
تتحلي,2
تازر,2
تاصيله,2
يكتشفها,2
يراع,2
تتامل,2
اغلقت,2
سوسيومفاهيم,2
تلكم,2
معجميين,2
نستخلص,2
تغزي,2
والمفسرون,2
يحتملها,2
ناجمين,2
وتفاعلت,2
وليكون,2
وتهرت,2
نقدنا,2
ساقوم,2
للمقاتلين,2
يطرق,2
انحسرت,2
يفدها,2
تمكينا,2
يستقيم,2
والجزويت,2
سبقتها,2
تعايشا,2
نعي,2
وذهبت,2
نباتيه,2
وفنا,2
تواجههن,2
نستخدمه,2
يجسدها,2
نجاحهما,2
تتعقب,2
بالتمكين,2
تيسيرها,2
نقطتي,2
طالبت,2
للبرلمانيين,2
يبدع,2
تعداده,2
مهاجرين,2
وحنين,2
وحيرت,2
يواسي,2
جبروت,2
ابين,2
توثيقيه,2
يختزنها,2
يضطرهم,2
بالرنين,2
تاهيليه,2
نوام,2
مخطوطتين,2
يهرب,2
ديلاكروا,2
لديلاكروا,2
تفيده,2
بالعالمين,2
سيدم,2
يناهز,2
تقيده,2
بالعنوان,2
يكتبون,2
استغلوا,2
يراس,2
تناسق,2
ونمت,2
ستزداد,2
نوستالوجيه,2
تشجيعه,2
مصرفين,2
صنفت,2
عولجت,2
سنتها,2
بلدنا,2
غايتنا,2
للقارئين,2
تغيرها,2
للاسلوبيين,2
والاسبان,2
وتحققت,2
اهنا,2
ايتمت,2
يثمر,2
والمحكومين,2
كنت,2
تتعانق,2
توصنا,2
ابدلت,2
للمنفذين,2
اقترحنا,2
يفقده,2
يحدده,2
والمستثمرون,2
بنيتين,2
يميزون,2
يحدثها,2
يدركن,1
استوحت,1
تنافسا,1
تمسكا,1
ايطاليين,1
تطعن,1
للمرتفقين,1
وطورت,1
سوغت,1
ويعبرون,1
ويصفون,1
تعجب,1
فصلنا,1
ينعزل,1
بزيدان,1
ونختتم,1
توتراته,1
وخصت,1
تحديهن,1
تستحضر,1
والاحتضان,1
سنذكر,1
تحتاجها,1
حملوا,1
سرده,1
تنفد,1
فتولدت,1
تجردت,1
بحدثنا,1
مقتربتنا,1
ستوقفه,1
سينيته,1
يتحولوا,1
ليخلصوا,1
يستقرؤون,1
فروا,1
ويستعان,1
ساهمن,1
يعززه,1
استقبلت,1
طالبين,1
مبادرتنا,1
بوارجلان,1
واجتماعيهكانت,1
نتشرت,1
واستطلعوا,1
يتبادلن,1
تخفيفا,1
جنوبنا,1
فضبطت,1
تاطيرا,1
يعطيان,1
وابدلت,1
يعيدها,1
ويتحتم,1
تفايش,1
اطهرت,1
وافترضنا,1
ساسال,1
نتهم,1
طابقت,1
يغفلها,1
تصفحنا,1
تفكيكيه,1
واقتربت,1
مشجعين,1
ودرجتان,1
يستجيبوا,1
تعطها,1
قيست,1
وضعين,1
واحدثت,1
جمدت,1
ترسيخهم,1
وحظوا,1
ميتين,1
تيتيكا,1
اولربخت,1
بحواسنا,1
واردت,1
يداوم,1
طريقنا,1
مشاكلنا,1
تضاربا,1
فنانين,1
متعايشين,1
يفرقوا,1
يجبعلي,1
ويدرسوا,1
واضافت,1
يتخلخل,1
للديوان,1
يلهمها,1
يتقدمه,1
تواتي,1
سيحققون,1
سيتولي,1
مدرجين,1
يسرد,1
ينحسر,1
بواقعين,1
يغضي,1
يتقرب,1
والمبلغين,1
فالهمت,1
ياوس,1
والمفاوضين,1
سماعه,1
ليعطينا,1
يشكلا,1
للمتمدرسين,1
نكت,1
بيئيين,1
ثقافتين,1
تيزو,1
توثقه,1
باجيت,1
للتيسيران,1
ظلوا,1
ووضعنا,1
عاصروا,1
اعفت,1
نحط,1
تتذكر,1
يحققوا,1
داست,1
تنسف,1
لسلطان,1
يعزر,1
تخاف,1
يستغلها,1
تساقط,1
اشتركت,1
يخف,1
احالت,1
للمغتربين,1
بعمان,1
تشملها,1
يؤمها,1
وسردت,1
ميلاديين,1
يوجدها,1
عكفت,1
اضطربت,1
وهاتين,1
يتبقي,1
تجبره,1
فاجتمعت,1
يتلقواها,1
وقارنت,1
ويرتبطون,1
متواصلين,1
يستحث,1
يعملا,1
تقليله,1
ملتحمان,1
ينقطع,1
سكونيتهافان,1
تتقفي,1
يتملص,1
والارتهان,1
بافلاطون,1
وللانسان,1
نفساني,1
وتنعت,1
